SeqID,CV
2609_59,6.5
2611_72,4.5
2612_5,4.0
2614_28,5.0
2615_60,4.5
2616_23,5.0
2617_56,4.5
2618_10,4.5
2619_72,4.0
2620_4,4.0
2622_18,4.0
2625_53,4.0
2630_12,3.5
2631_50,5.5
2632_5,4.0
2633_52,8.0
2634_2,3.5
2635_61,9.5
2636_10,16.5
2637_77,11.0
2638_12,7.0
2640_3,10.5
2642_4,5.0
2643_57,5.5
2644_11,7.5
2645_54,3.5
2647_66,5.0
2649_77,7.5
2652_15,4.5
2654_19,6.0
2658_27,5.5
2665_26,3.5
2666_53,4.0
2668_70,6.5
2670_67,3.5
2677_1,3.5
2681_23,4.5
2682_68,12.0
2683_1,8.0
2685_21,7.0
2686_67,5.0
2687_2,3.5
2692_74,4.5
2693_20,21.0
2695_25,9.5
2696_87,4.5
2697_7,5.0
2700_56,8.0
2704_74,6.0
2705_5,4.0
2706_69,5.0
2708_54,5.0
2711_6,5.5
2714_78,9.0
2715_25,3.0
2719_3,7.0
2723_9,18.0
2728_62,8.5
2730_58,5.0
2731_29,3.5
2732_58,4.0
2734_49,3.0
2737_22,5.0
2741_22,4.0
2742_68,4.5
2743_5,5.0
2744_57,10.0
2746_56,6.0
2747_3,4.5
2748_3,5.0
2750_3,5.5
2751_16,3.5
2752_62,13.5
2753_2,10.5
2754_50,13.5
2755_8,12.0
2760_2,3.0
2761_49,4.0
2762_30,5.0
2763_66,4.0
2765_4,3.0
2768_56,5.0
2769_3,4.5
2770_51,16.0
2771_35,6.0
2773_50,4.0
2774_10,6.5
2775_54,6.5
2778_10,3.5
2780_35,7.5
2781_63,4.0
2783_18,11.0
2785_15,3.5
2788_55,8.5
2789_26,10.0
2790_54,6.5
2794_60,3.5
2796_62,7.0
2797_56,7.0
2805_6,3.5
2806_49,3.5
2809_25,3.5
2811_27,8.0
2813_11,4.5
2816_50,4.0
2819_23,3.5
2822_56,18.5
2823_7,3.5
2826_53,4.5
2827_23,15.5
2828_82,4.0
2829_19,3.5
2831_29,4.0
2833_20,8.0
2834_54,4.0
2835_1,4.0
2836_68,9.5
2837_3,5.0
2838_53,9.0
2839_2,4.5
2841_13,11.5
2843_13,4.5
2844_53,4.0
2846_24,4.5
2848_2,10.5
2849_49,7.0
2851_63,4.0
2853_68,6.0
2855_49,4.0
2857_70,5.5
2858_29,5.0
2859_69,6.0
2860_19,4.5
2864_2,6.0
2867_52,5.0
2869_68,5.0
2870_29,5.5
2871_73,20.0
2875_15,3.5
2876_74,3.5
2877_3,7.5
2878_66,5.0
2879_9,10.5
2888_49,10.5
2889_37,4.0
2890_59,6.5
2891_1,11.0
2900_53,6.5
2906_55,4.0
2911_27,5.5
2913_1,3.5
2915_6,3.5
2917_3,13.0
2925_9,4.5
2937_10,8.0
2938_55,9.5
2939_10,3.0
2942_50,4.0
2943_5,6.5
2944_66,7.0
2946_52,7.0
2948_58,3.5
2949_6,4.0
2950_57,6.5
2952_75,5.5
2953_31,4.0
2954_56,6.0
2960_66,9.5
2961_1,9.5
2962_50,3.0
2966_65,4.5
2967_8,6.0
2968_61,5.5
2969_11,6.5
2970_60,4.5
2972_57,6.0
2973_15,6.5
2974_61,6.0
2975_19,4.0
2976_58,15.0
2977_7,4.0
2979_8,3.5
2981_9,4.0
2982_82,2.5
2985_35,4.0
2986_49,4.5
2987_37,5.5
2989_17,4.0
2991_9,6.5
2992_59,6.0
2993_1,2.5
2994_71,3.5
2997_8,5.0
2998_53,3.5
2999_6,4.5
3000_66,11.0
3003_29,4.5
3004_67,6.5
3005_5,8.0
3007_7,6.0
3009_3,5.0
3010_53,3.0
3022_4,5.5
3024_18,5.0
3025_50,4.0
3026_5,2.5
3028_36,8.0
3029_52,3.0
3030_3,11.0
3032_11,4.0
3033_57,4.0
3034_1,3.0
3035_80,3.5
3037_62,8.0
3038_9,6.0
3040_59,4.0
3041_55,4.0
3042_7,9.5
3043_49,5.0
3044_3,11.5
3045_72,5.5
3046_31,8.0
3049_61,3.5
3050_7,34.0
3052_8,3.5
3053_49,3.0
3054_3,6.5
3055_54,4.5
3056_11,4.0
3057_55,11.5
3059_50,5.0
3060_43,9.5
3061_61,3.0
3065_65,4.0
3066_12,5.5
3067_67,2.5
3069_52,4.5
3070_1,4.0
3072_4,4.5
3073_51,4.5
3074_6,10.0
3077_66,7.0
3078_1,2.5
3079_62,6.5
3081_70,3.0
3082_9,4.0
3083_71,3.5
3091_70,5.5
3115_64,4.0
3122_6,4.0
3132_1,5.5
3143_3,3.0
3148_49,5.0
3151_6,5.5
3152_57,5.0
3166_92,4.5
3168_8,3.0
3169_70,3.5
3170_6,8.5
3171_57,7.0
3172_28,3.5
3173_49,4.5
3174_2,4.0
3175_51,4.5
3177_49,17.0
3178_5,4.5
3179_51,3.0
3181_50,5.0
3182_38,8.0
3184_25,8.5
3186_2,5.5
3187_52,3.0
3189_61,3.0
3191_50,4.5
3192_3,12.0
3194_36,5.0
3195_50,3.5
3196_6,3.0
3197_70,6.0
3198_4,9.5
3199_54,24.0
3200_49,5.5
3201_49,4.5
3202_28,10.0
3204_2,6.0
3206_4,7.0
3208_2,8.5
3209_69,3.5
3210_1,6.5
3212_30,3.5
3213_65,5.5
3214_3,10.5
3216_2,3.5
3217_74,5.5
3218_8,18.0
3220_40,4.0
3221_54,4.5
3222_11,4.0
3232_28,3.5
3234_23,3.5
3235_50,3.5
3236_12,8.5
3280_49,4.5
3283_21,7.5
3284_75,6.0
3285_23,12.5
3289_19,12.0
3290_50,3.5
3291_30,4.5
3292_75,5.0
3293_2,4.5
3294_55,3.0
3296_92,4.0
3298_52,3.0
3299_29,3.0
3302_58,3.0
3303_23,4.0
3305_6,5.0
3309_2,6.0
3310_62,4.5
3311_27,5.0
3312_64,4.0
3313_21,11.0
3314_74,4.0
3315_15,4.0
3316_58,6.0
3317_33,5.0
3320_49,6.0
3321_2,3.5
3322_52,5.0
3323_37,5.0
3324_51,5.5
3325_2,3.0
3326_58,5.5
3327_27,4.5
3329_14,5.5
3331_8,3.5
3332_57,3.5
3336_50,4.5
3339_33,5.0
3340_53,4.5
3341_33,5.0
3342_76,4.0
3343_1,3.5
3344_60,8.0
3346_72,10.0
3347_9,6.5
3348_49,7.5
3350_53,4.0
3351_1,8.0
3352_80,3.0
3356_50,4.5
3357_67,4.0
3358_51,19.5
3359_11,7.5
3360_50,3.5
3361_26,3.5
3362_61,6.0
3363_31,11.0
3364_76,3.5
3365_7,7.0
3366_51,5.0
3367_8,3.5
3373_5,3.5
3374_49,3.5
3376_49,2.5
3378_49,16.5
3379_29,5.0
3381_24,7.5
3387_1,12.0
3388_58,6.5
3389_7,11.5
3390_72,3.5
3391_10,17.5
3392_68,8.5
3394_81,4.0
3396_54,7.0
3397_7,4.5
3399_31,13.5
3400_49,4.0
3401_8,5.0
3403_1,8.5
3404_51,3.5
3405_6,4.5
3412_7,3.5
3413_50,3.5
3414_40,6.0
3415_61,4.0
3416_2,4.5
3418_12,12.5
3419_49,7.5
3420_21,5.0
3421_54,4.0
3422_4,3.0
3423_59,5.5
3427_63,3.0
3431_54,4.5
3432_21,5.0
3434_34,13.5
3435_53,13.0
3437_80,13.0
3438_10,4.0
3440_7,4.5
3441_64,4.5
3445_53,3.5
3446_7,3.5
3447_64,4.0
3448_13,5.5
3449_58,3.5
3450_4,14.5
3452_17,2.5
3453_87,7.0
3457_57,4.5
3459_49,4.5
3461_58,4.0
3466_8,7.0
3469_74,5.5
3470_1,5.0
3471_49,11.5
3472_40,7.5
3473_78,5.0
3474_19,6.5
3477_63,4.0
3479_71,3.0
3480_7,5.0
3481_87,7.5
3484_60,6.5
3485_28,8.0
3486_58,3.5
3487_32,3.5
3488_64,6.5
3489_9,2.5
3494_71,3.0
3495_15,5.0
3497_13,5.5
3498_53,2.5
3499_77,3.0
3503_4,8.0
3504_58,5.5
3505_6,5.0
3506_49,11.5
3507_1,4.5
3508_78,9.5
3509_1,9.0
3512_72,9.0
3514_49,3.5
3516_60,8.0
3518_54,3.5
3519_3,3.5
3520_58,5.5
3521_16,6.0
3522_57,4.0
3525_1,21.0
3525_2,15.0
3525_3,14.0
3525_4,28.0
3534_14,6.0
3535_84,5.0
3538_26,4.5
3554_24,7.0
3580_25,6.5
3581_53,7.5
3583_54,7.0
3585_54,5.5
3587_53,4.0
3591_51,5.5
3592_4,6.5
3593_72,9.0
3600_2,8.0
3601_54,4.0
3603_60,4.0
3605_77,6.0
3607_71,5.0
3611_70,3.5
3613_62,5.5
3616_3,6.0
3617_80,3.5
3620_67,5.5
3622_33,5.0
3623_84,4.0
3624_3,7.0
3627_71,4.5
3628_3,4.5
3629_60,8.0
3630_27,5.0
3633_70,5.5
3634_5,12.5
3635_76,3.0
3636_37,5.5
3640_14,4.0
3642_4,4.0
3644_5,9.0
3646_7,4.5
3647_49,6.0
3650_8,23.0
3651_50,3.0
3654_27,5.5
3666_17,7.5
3676_15,4.0
3681_87,13.0
3684_78,4.0
3685_53,4.5
3708_62,6.0
3709_4,3.0
3710_49,7.0
3714_49,4.0
3717_23,3.5
3719_2,4.5
3721_5,5.0
3723_1,3.5
3724_64,5.0
3727_35,5.5
3728_52,3.5
3730_81,4.5
3736_60,4.5
3738_54,3.5
3739_72,7.0
3741_4,7.5
3742_78,5.0
3758_63,5.0
3758_68,3.5
3761_4,3.0
3766_51,4.0
3773_15,4.5
3795_6,5.0
3796_79,5.0
3797_1,5.0
3798_71,5.5
3799_11,4.0
3800_71,3.0
3803_10,5.5
3805_16,3.5
3806_55,6.0
3807_1,5.5
3808_76,3.5
3809_1,3.5
3810_50,5.0
3813_3,7.0
3814_63,5.5
3815_14,3.5
3817_18,5.0
3820_68,4.0
3821_28,3.5
3822_54,5.5
3823_9,6.0
3825_18,3.5
3827_22,9.5
3828_54,4.5
3831_21,4.5
3832_51,3.5
3835_11,3.0
3836_51,4.0
3837_6,9.5
3839_60,5.5
3844_2,10.5
3845_51,7.5
3847_56,3.5
3848_14,9.5
3849_56,5.5
3852_19,6.0
3853_56,4.0
3854_24,5.0
3855_56,8.5
3858_5,4.5
3859_50,3.5
3860_7,4.5
3864_5,4.5
3866_7,6.0
3867_49,5.5
3868_8,5.0
3872_2,5.0
3873_51,12.0
3874_8,4.0
3875_62,5.5
3879_50,9.0
3881_49,5.0
3887_90,7.5
3888_8,6.0
3889_64,3.5
3890_8,5.5
3891_56,3.0
3892_21,4.0
3893_64,4.5
3894_15,3.5
3896_5,6.5
3897_61,6.0
3898_5,4.0
3902_21,5.5
3903_49,5.0
3905_62,10.0
4122_12,3.5
4123_60,3.5
4124_24,4.0
4125_52,6.0
4126_22,4.0
4127_75,9.0
4128_27,4.0
4129_72,4.5
4130_71,4.0
4131_72,16.0
4132_27,3.0
4133_54,4.5
4135_84,9.0
4136_40,3.5
4137_57,4.5
4138_25,3.5
4139_71,4.5
4140_3,3.0
4141_79,4.5
4143_74,3.0
4144_13,3.5
4145_58,5.5
4146_58,4.0
4148_49,3.0
4149_8,10.0
4150_75,8.0
4151_6,5.5
4152_58,6.5
4153_11,5.5
4154_57,5.5
4155_3,3.0
4156_74,4.5
4157_2,4.5
4158_54,3.0
4159_130,7.5
4160_49,4.0
4162_54,10.0
4163_5,5.0
4179_57,8.5
4184_43,4.0
4187_49,4.5
4188_1,6.0
4192_10,4.5
4194_26,4.5
4203_50,7.0
4209_60,4.0
4212_5,3.5
4217_49,7.0
4220_39,6.0
4224_7,17.5
4230_1,11.0
4232_19,9.0
4234_8,5.0
4237_70,3.5
4238_4,3.5
4240_31,8.5
4245_80,3.5
4246_40,11.0
4249_64,7.5
4250_23,5.0
4254_6,4.0
4258_15,6.5
4261_55,4.0
4267_81,6.0
4271_75,3.5
4272_46,5.0
4276_10,4.0
4278_14,5.5
4280_47,5.5
4282_3,5.5
4284_18,4.5
4292_5,3.5
4294_16,5.0
4297_62,4.0
4301_58,10.5
4304_18,3.5
4306_4,5.0
4309_59,4.0
4314_12,4.5
4318_12,4.5
4322_28,4.0
4324_33,5.0
4328_2,4.0
4330_4,4.0
4332_6,6.0
4336_2,6.5
4337_49,7.5
4342_10,6.0
4355_13,7.0
4359_87,9.0
4374_45,10.0
4383_97,6.0
4389_2,4.0
4392_54,3.5
4393_3,4.5
4394_71,5.0
4396_54,4.5
4397_26,5.5
4407_10,5.5
4413_3,6.0
4414_69,4.5
4420_7,3.0
4423_77,16.5
4428_1,3.5
4429_51,4.5
4430_44,3.0
4435_66,4.5
4436_1,18.0
4437_56,4.5
4440_15,3.0
4450_26,4.0
4452_9,4.0
4453_83,4.0
4455_89,5.0
4459_68,4.0
4460_8,4.0
4464_10,4.5
4467_49,4.0
4468_21,5.0
4469_78,3.5
4471_50,11.5
4472_5,26.0
4474_19,12.5
4476_22,30.0
4479_14,3.0
4480_59,13.5
4481_34,9.5
4482_66,5.5
4487_1,5.0
4491_4,2.5
4493_92,4.0
4496_60,5.0
4498_62,4.0
4499_21,7.0
4500_50,4.0
4533_76,4.5
4534_10,5.0
4535_50,5.0
4540_11,9.5
4541_49,4.0
4542_24,6.5
4543_65,3.5
4544_4,5.5
4545_53,3.0
4546_27,5.0
4547_59,3.0
4548_4,3.5
4549_78,4.5
4551_72,8.5
4553_65,4.0
4556_10,17.0
4557_61,3.5
4559_64,5.0
4560_34,3.5
4562_1,7.5
4563_61,7.0
4564_2,4.5
4566_24,4.0
4567_82,4.5
4568_17,3.5
4569_52,4.5
4584_5,5.5
4588_1,2.5
4594_22,3.5
4666_193,5.0
4666_194,6.5
4666_195,9.5
4666_199,5.0
4666_200,6.0
4666_202,13.5
4666_205,5.0
4666_206,9.5
4666_212,11.5
4666_213,6.5
4666_214,14.5
4666_218,16.5
4666_219,24.0
4666_220,12.5
4666_222,21.0
4666_223,13.5
4666_224,22.0
4666_225,4.5
4666_230,5.5
4666_232,4.5
4666_236,4.5
4673_13,4.5
4693_72,3.5
4696_2,5.0
4697_59,4.5
4703_87,3.5
4706_17,5.0
4707_50,5.5
4708_3,8.5
4712_28,10.5
4717_55,7.0
4718_5,4.5
4719_58,6.5
4721_54,4.5
4763_31,3.5
4769_10,5.0
4771_10,6.0
4775_34,6.0
4785_30,3.0
4792_51,5.0
4801_13,3.5
4807_13,3.5
4811_33,6.5
4815_25,2.5
4829_43,4.0
4831_4,5.5
4832_75,6.5
4834_61,7.0
4840_73,5.5
4842_62,5.0
4851_25,3.5
4859_6,4.0
4862_63,4.0
4866_59,6.0
4867_15,3.5
4874_3,6.5
4876_32,4.5
4878_3,6.0
4880_21,3.5
4883_56,5.5
4886_3,4.0
4889_82,5.0
4890_10,4.0
4891_50,4.0
4900_8,11.0
4903_72,8.0
4904_7,5.5
4905_63,3.0
4906_35,11.5
4907_56,5.5
4908_6,6.5
4909_68,4.5
4910_21,6.0
4911_49,8.0
4912_17,7.5
4913_78,5.0
4914_10,4.5
4915_64,13.0
4916_2,4.0
4917_62,3.0
4918_21,9.5
4920_10,7.0
4922_13,3.5
4923_79,3.5
4924_32,7.0
4925_54,5.0
4929_55,6.0
4930_21,3.5
4931_59,2.5
4956_2,3.5
4959_2,2.5
4960_72,6.0
4961_17,9.5
4962_52,3.5
4963_19,4.5
4964_67,4.0
4965_27,13.0
4967_1,3.5
4968_50,6.0
4969_2,3.5
4970_55,4.5
4971_1,3.5
4973_18,4.0
4976_57,4.5
4978_54,4.5
4979_34,5.5
4981_6,4.0
4982_54,4.0
4983_6,6.5
4984_83,4.0
4985_11,3.0
4986_59,4.5
4987_17,4.0
4988_49,5.5
4989_7,5.5
4990_87,3.0
4991_12,3.5
4992_49,3.5
4993_16,6.5
4995_16,3.0
4996_66,7.0
4997_19,3.5
5000_52,7.0
5001_6,7.5
5002_76,4.5
5004_69,4.5
5005_4,4.0
5006_71,3.5
5007_1,3.5
5008_51,6.5
5009_11,5.0
5011_11,8.5
5012_67,4.0
5013_2,7.5
5014_49,3.0
5015_15,3.5
5017_19,3.0
5018_68,6.5
5019_16,7.5
5020_50,4.0
5021_13,3.0
5023_23,6.5
5024_67,6.0
5026_66,4.0
5028_59,4.0
5029_3,3.5
5030_52,6.5
5031_10,5.5
5032_64,5.5
5033_27,4.0
5034_79,5.0
5035_7,4.5
5036_50,4.0
5060_62,3.5
5061_27,5.5
5062_60,3.0
5063_12,4.5
5065_8,9.0
5066_134,4.0
5069_9,5.0
5070_76,5.0
5076_53,7.0
5078_82,3.0
5080_131,3.5
5082_51,4.0
5084_154,5.0
5085_18,4.5
5087_5,4.0
5088_175,5.0
5089_11,4.0
5090_49,5.0
5091_28,3.5
5092_51,7.0
5093_47,5.0
5094_62,3.0
5095_21,4.0
5096_51,5.5
5097_14,6.0
5098_79,3.5
5099_14,4.5
5100_53,5.5
5102_55,5.0
5103_30,2.5
5104_57,3.0
5105_2,3.5
5106_52,4.5
5107_7,4.0
5108_72,6.5
5109_24,4.5
5110_84,3.5
5111_15,3.5
5112_73,3.5
5114_65,4.5
5115_31,5.5
5116_62,3.5
5117_14,6.5
5121_3,6.0
5122_92,6.5
5124_62,4.0
5124_69,4.0
5125_6,8.5
5128_53,4.0
5129_12,5.0
5131_15,4.5
5132_71,7.0
5133_17,4.5
5134_52,5.5
5138_50,4.5
5139_32,21.0
5140_56,5.5
5178_5,2.5
5183_53,4.5
5193_51,3.5
5196_7,3.5
5201_50,4.0
5202_4,7.5
5204_13,3.5
5223_59,3.0
5224_20,9.0
5225_50,8.0
5226_36,9.0
5227_60,15.5
5228_25,4.5
5229_90,5.0
5230_99,5.0
5231_79,6.5
5236_2,4.5
5238_26,5.0
5242_37,4.5
5245_40,6.0
5246_64,26.0
5248_68,10.0
5249_31,14.0
5250_53,6.5
5252_33,5.0
5253_1,6.5
5254_69,4.0
5255_22,6.0
5256_86,6.0
5259_2,7.0
5260_80,4.0
5261_13,4.5
5262_57,6.5
5264_65,3.5
5265_12,3.5
5268_49,3.5
5272_55,6.0
5275_28,7.0
5280_68,3.0
5301_7,5.0
5307_12,4.0
5312_49,6.5
5315_22,4.0
5316_54,12.0
5335_73,6.5
5337_64,4.0
5339_49,4.5
5340_24,3.0
5343_74,10.5
5345_51,9.0
5346_24,8.0
5347_59,3.5
5349_69,2.5
5350_14,4.0
5351_52,4.0
5352_11,2.5
5353_89,3.0
5354_11,5.0
5355_69,3.0
5356_2,3.0
5357_60,2.5
5358_3,3.5
5359_65,2.5
5360_9,7.5
5363_51,3.5
5364_7,4.5
5383_14,4.0
5384_67,7.0
5392_73,8.0
5400_52,3.5
5404_53,4.0
5410_53,10.0
5412_53,7.5
5424_55,2.0
5430_66,4.5
5437_63,5.0
5440_26,4.5
5441_67,3.0
5443_62,5.5
5451_1,3.5
5452_71,3.0
5456_59,6.0
5457_5,5.0
5459_33,7.0
5460_60,4.5
5462_62,5.5
5463_22,3.5
5464_52,9.0
5465_32,3.5
5467_15,5.5
5468_67,3.5
5475_10,9.5
5476_66,6.0
5478_50,4.5
5480_49,8.0
5481_16,7.5
5483_1,2.5
5484_63,3.5
5486_73,7.0
5487_7,2.5
5488_74,9.5
5489_18,10.0
5490_53,3.5
5491_12,6.0
5493_17,8.0
5494_52,3.5
5496_49,3.0
5508_62,10.5
5509_7,9.5
5526_53,5.0
5532_53,5.5
5534_49,3.5
5542_22,5.5
5581_28,6.5
5583_62,3.0
5584_21,4.0
5586_66,4.0
5587_3,2.5
5590_11,3.0
5593_11,10.0
5594_87,2.5
5596_75,6.5
5598_3,4.5
5599_88,3.5
5601_2,6.0
5602_62,3.5
5604_30,3.5
5605_77,6.0
5606_24,3.5
5609_92,3.5
5610_32,3.5
5611_56,3.5
5612_16,4.5
5613_75,3.0
5614_44,2.5
5615_62,5.5
5617_41,2.5
5618_50,11.0
5620_13,3.5
5621_64,3.0
5623_11,3.0
5624_66,3.0
5626_20,4.5
5627_53,7.5
5628_21,2.5
5629_58,4.0
5630_48,6.0
5631_83,4.5
5632_6,6.0
5633_65,6.0
5634_39,4.0
5635_66,3.5
5636_10,3.0
5637_81,4.0
5638_23,3.5
5639_49,4.5
5643_2,3.0
5644_60,6.0
5646_20,6.0
5648_28,4.0
5649_83,4.5
5650_9,5.5
5651_50,4.5
5653_23,5.5
5654_70,3.0
5656_53,4.0
5657_28,4.0
5658_64,6.5
5659_11,2.5
5660_51,4.0
5661_15,4.0
5663_18,3.5
5664_57,7.0
5666_64,2.5
5667_3,3.0
5668_49,6.0
5669_26,4.5
5671_1,7.0
5675_6,2.5
5676_54,4.0
5677_15,5.0
5679_16,4.0
5680_54,4.5
5682_13,5.5
5687_5,6.5
5688_65,3.0
5689_1,6.5
5690_49,14.0
5691_2,4.5
5692_79,3.5
5693_6,3.0
5694_57,7.5
5695_5,4.5
5698_60,4.0
5699_19,6.0
5701_81,4.0
5703_26,3.0
5704_74,3.5
5707_55,6.0
5708_1,6.5
5713_9,4.5
5714_88,3.5
5715_4,6.0
5716_49,5.0
5717_2,5.5
5719_66,3.0
5721_1,4.0
5722_78,4.0
5723_4,9.0
5724_58,3.0
5725_1,7.0
5726_49,9.5
5727_35,3.0
5728_60,3.5
5729_27,3.5
5730_60,2.5
5731_1,3.0
5733_61,3.5
5734_13,3.0
5735_54,3.0
5736_1,3.5
5737_61,3.5
5738_25,3.0
5739_75,9.5
5740_17,7.5
5741_55,5.0
5742_14,10.0
5743_82,4.0
5744_12,4.0
5745_64,6.0
5746_37,4.5
5747_67,3.0
5748_20,4.5
5749_53,5.0
5751_14,6.0
5752_63,4.0
5753_21,25.0
5754_76,3.0
5755_29,3.0
5756_66,4.5
5757_45,4.0
5758_49,3.5
5759_10,4.0
5762_35,3.5
5763_67,4.0
5764_4,2.5
5765_53,8.5
5792_8,6.0
5798_3,4.0
5801_72,5.0
5803_24,8.5
5807_77,3.0
5810_25,4.5
5813_58,4.0
5822_22,3.0
5825_49,4.0
5834_18,2.5
5837_49,4.0
5843_60,3.5
5846_24,5.5
5852_6,5.0
5854_60,4.0
5858_6,9.0
5861_78,6.5
5864_10,6.0
5867_60,3.0
5870_23,5.0
5879_51,3.5
5882_34,4.5
5885_55,8.5
5888_29,4.5
5897_58,3.5
5900_11,4.0
5903_91,5.0
5909_51,4.0
5915_58,4.5
5918_5,5.0
5927_4,4.5
5930_54,3.0
5934_1,4.5
5936_53,2.5
5939_42,3.5
5947_90,4.0
5954_62,7.0
5957_30,5.0
5960_49,5.0
5963_9,3.5
5970_61,5.0
5980_55,4.0
5981_6,6.0
5982_50,6.0
5988_49,9.5
5992_50,5.0
6003_28,6.0
6019_12,11.5
6020_52,12.0
6022_57,5.5
6024_68,3.5
6027_31,2.5
6035_2,4.5
6036_78,4.0
6037_6,9.5
6039_24,4.0
6042_52,7.0
6048_4,4.0
6049_64,7.0
6054_6,4.0
6055_53,8.0
6060_2,8.5
6064_4,16.0
6069_71,4.0
6070_11,2.5
6075_61,4.0
6077_63,4.5
6079_59,3.5
6081_52,3.5
6086_15,5.0
6102_2,6.0
6103_70,4.0
6104_1,15.0
6107_3,9.5
6113_31,17.0
6115_40,3.5
6117_4,4.5
6119_14,3.0
6121_5,4.0
6123_69,4.5
6151_18,5.5
6168_11,5.0
6172_7,8.0
6207_10,7.0
6209_2,3.5
6210_100,7.0
6213_10,4.5
6214_84,4.0
6217_23,4.5
6219_14,2.5
6221_1,3.5
6223_5,4.0
6225_3,5.0
6226_69,5.0
6227_1,6.0
6228_58,4.5
6229_13,5.0
6230_56,3.0
6231_46,5.0
6232_54,3.0
6234_74,3.5
6236_51,3.5
6237_11,3.5
6238_55,6.5
6240_70,3.5
6245_4,6.0
6247_9,3.0
6248_68,3.5
6252_62,3.0
6255_74,4.0
6256_9,6.5
6257_56,5.0
6259_60,19.5
6260_14,3.5
6262_14,5.0
6263_77,10.5
6264_9,5.0
6267_51,5.0
6273_58,5.0
6274_15,7.0
6276_16,2.5
6277_55,11.0
6280_11,5.0
6281_51,4.5
6283_60,11.5
6284_7,7.5
6285_71,6.0
6289_78,5.5
6290_3,2.5
6291_55,7.5
6294_11,4.5
6295_67,6.5
6296_36,4.0
6300_14,4.0
6304_8,2.5
6315_58,6.0
6321_65,5.5
6324_11,5.0
6326_20,3.5
6334_9,6.0
6340_10,4.0
6342_10,8.5
6350_43,3.0
6351_55,5.0
6352_8,5.0
6353_60,8.0
6354_13,6.0
6356_3,5.5
6357_83,4.5
6359_50,4.0
6360_7,7.0
6361_49,4.5
6362_6,9.5
6363_55,10.0
6364_7,8.0
6365_62,4.0
6366_38,29.0
6367_66,4.5
6368_9,11.5
6369_82,4.5
6371_50,2.5
6372_7,7.0
6373_54,4.0
6374_7,4.5
6375_75,3.5
6377_54,3.5
6378_2,4.0
6379_62,5.0
6380_23,7.5
6382_17,4.5
6383_90,5.5
6384_19,5.0
6385_63,4.0
6386_4,24.0
6387_61,5.5
6388_21,4.0
6389_57,4.5
6390_18,4.0
6391_52,5.0
6392_7,6.5
6393_63,3.0
6395_58,8.0
6398_12,9.5
6399_52,3.0
6400_33,11.0
6401_73,4.0
6402_8,8.0
6404_20,3.0
6405_74,4.5
6406_3,3.5
6407_63,4.0
6408_2,3.5
6409_57,3.5
6410_26,4.5
6411_58,7.0
6412_26,4.0
6413_79,3.5
6414_8,2.0
6415_90,4.0
6416_8,7.5
6417_55,3.5
6419_75,4.0
6420_4,6.5
6421_52,3.5
6423_66,6.5
6424_2,2.5
6425_87,3.0
6430_36,2.5
6431_68,6.0
6433_57,3.5
6434_18,3.0
6439_59,5.0
6440_31,3.0
6441_62,3.0
6442_6,6.5
6443_68,4.5
6444_15,3.0
6447_73,4.0
6448_36,4.0
6450_8,5.5
6451_64,4.0
6453_70,6.5
6454_38,5.5
6455_52,3.0
6456_17,3.5
6457_50,5.5
6458_6,21.0
6461_54,5.0
6462_12,4.0
6463_59,6.0
6464_40,4.0
6466_7,5.5
6467_65,5.0
6468_37,6.0
6469_62,3.5
6470_19,7.0
6471_53,6.0
6472_40,4.5
6473_55,9.0
6478_2,4.5
6480_1,4.0
6485_59,5.5
6491_59,3.5
6493_9,3.0
6494_60,4.5
6495_14,3.5
6496_60,3.5
6497_10,3.0
6502_50,4.5
6504_65,3.5
6506_54,4.5
6507_16,4.5
6508_68,4.0
6510_56,2.5
6511_17,3.0
6512_68,3.5
6517_14,4.0
6518_85,5.5
6520_87,6.0
6521_35,6.5
6522_57,6.0
6525_17,3.5
6526_77,6.0
6527_1,5.0
6528_95,6.0
6530_63,4.0
6531_29,4.5
6533_20,4.5
6536_54,6.5
6538_90,5.0
6543_182,4.0
6544_33,4.0
6545_58,4.5
6546_41,3.0
6547_83,4.0
6549_60,5.5
6550_4,3.0
6551_94,4.5
6553_68,2.5
6555_58,8.5
6556_5,3.5
6557_50,3.5
6558_5,5.0
6561_77,5.5
6563_78,4.0
6565_68,4.0
6568_18,2.5
6570_1,4.0
6571_75,3.0
6572_10,3.0
6574_11,3.5
6575_79,3.0
6576_1,3.5
6577_64,5.5
6578_29,3.0
6580_29,6.0
6581_50,4.0
6583_67,5.5
6584_1,5.5
6586_19,7.5
6587_6,14.0
6590_54,5.5
6593_5,4.5
6594_64,6.5
6597_24,2.5
6599_5,3.0
6600_70,5.5
6603_18,3.5
6604_59,5.5
6605_17,4.5
6606_61,6.0
6609_22,5.0
6611_8,26.0
6612_90,4.0
6617_12,7.5
6620_82,4.5
6621_10,8.0
6622_90,5.5
6624_94,3.5
6625_31,3.5
6626_81,3.5
6627_25,3.5
6629_3,4.0
6631_17,5.5
6633_43,11.5
6641_60,3.0
6645_53,4.0
6647_55,4.5
6649_51,4.5
6651_74,6.5
6653_58,3.5
6706_18,4.5
6713_4,5.0
6715_63,4.5
6895_1,3.5
6896_3,12.0
6897_38,3.5
6899_37,3.5
6900_30,3.0
6904_14,5.5
6907_17,4.0
6909_40,4.0
6911_103,4.0
