Organ,SeqID
Conventional,12438_127
Conventional,11208_15
Conventional,9316_67
Conventional,4905_63
Conventional,21746_13
Conventional,5691_2
Conventional,21403_39
Conventional,16809_1
Conventional,19129_15
Conventional,23546_9
Conventional,7148_42
Conventional,10336_3
Conventional,11350_30
Conventional,21189_9
Conventional,2877_3
Conventional,12332_7
Conventional,11838_130
Conventional,11486_26
Conventional,23307_7
Conventional,21108_5
Conventional,2622_18
Conventional,12717_65
Conventional,13565_2
Conventional,17789_1
Conventional,24671_15
Conventional,13436_54
Conventional,10668_5
Conventional,9366_54
Conventional,9110_2
Conventional,11926_23
Conventional,3363_31
Conventional,12705_9
Conventional,9793_145
Conventional,17744_31
Conventional,8465_52
Conventional,8644_46
Conventional,11424_4
Conventional,12685_57
Conventional,11421_10
Conventional,22150_2
Conventional,12001_7
Conventional,21528_12
Conventional,7957_2
Conventional,14655_1
Conventional,13497_34
Conventional,21487_20
Conventional,9713_67
Conventional,19173_5
Conventional,4970_55
Conventional,8970_9
Conventional,8993_151
Conventional,9394_19
Conventional,12687_2
Conventional,9918_23
Conventional,9231_23
Conventional,3221_54
Conventional,14042_11
Conventional,21190_4
Conventional,24940_3
Conventional,2212_69
Conventional,6940_18
Conventional,22959_32
Conventional,3365_7
Conventional,21389_32
Conventional,23008_4
Conventional,16857_2
Conventional,20435_41
Conventional,8828_21
Conventional,3057_55
Conventional,13692_154
Conventional,19215_7
Conventional,14049_17
Conventional,4140_3
Conventional,10900_272
Conventional,17816_58
Conventional,23408_1
Conventional,12657_2
Conventional,17826_341
Conventional,17835_28
Conventional,19273_3
Conventional,4832_75
Conventional,9061_3
Conventional,5581_28
Conventional,5748_20
Conventional,7835_2
Conventional,10451_11
Conventional,8954_30
Conventional,6213_10
Conventional,12662_82
Conventional,17387_27
Conventional,2953_31
Conventional,8376_25
Conventional,4914_10
Conventional,21391_17
Conventional,12348_46
Conventional,11464_9
Conventional,4238_4
Conventional,15612_5
Conventional,22990_20
Conventional,21708_149
Conventional,24670_1
Conventional,2670_67
Conventional,3714_49
Conventional,12692_56
Conventional,24245_2
Conventional,18202_22
Conventional,4923_79
Conventional,16309_30
Conventional,3644_5
Conventional,9893_27
Conventional,12842_43
Conventional,3046_31
Conventional,3291_30
Conventional,3030_3
Conventional,20367_6
Conventional,18396_10
Conventional,3868_8
Conventional,5090_49
Conventional,21706_29
Conventional,23619_235
Conventional,5132_71
Conventional,20057_177
Conventional,19377_14
Conventional,8295_16
Conventional,19767_20
Conventional,12517_52
Conventional,12445_50
Conventional,7743_5
Conventional,19147_6
Conventional,13994_1
Conventional,11094_104
Conventional,4272_46
Conventional,5360_9
Conventional,14685_17
Conventional,10948_14
Conventional,25416_5
Conventional,10342_55
Conventional,24947_40
Conventional,20533_39
Conventional,10851_77
Conventional,2829_19
Conventional,23571_93
Conventional,23554_2
Conventional,17686_27
Conventional,23695_1
Conventional,19809_47
Conventional,7210_25
Conventional,25116_11
Conventional,14108_15
Conventional,21925_15
Conventional,2333_72
Conventional,10910_6
Conventional,14687_6
Conventional,7864_3
Conventional,15674_3
Conventional,7796_10
Conventional,19166_15
Conventional,8245_27
Conventional,5124_69
Conventional,5124_62
Conventional,3166_92
Conventional,5260_80
Conventional,9829_91
Conventional,3879_50
Conventional,4292_5
Conventional,6049_64
Conventional,12533_135
Conventional,2966_65
Conventional,4500_50
Conventional,2741_22
Conventional,12716_3
Conventional,22445_2
Conventional,19808_26
Conventional,10780_10
Conventional,19379_154
Conventional,21143_10
Conventional,19365_11
Conventional,10939_16
Conventional,12621_55
Conventional,19258_24
Conventional,7015_8
Conventional,12826_5
Conventional,13539_131
Conventional,20221_26
Conventional,11459_81
Conventional,8043_153
Conventional,19310_81
Conventional,23210_4
Conventional,8004_15
Conventional,20579_50
Conventional,9959_60
Conventional,3504_58
Conventional,24457_12
Conventional,22050_19
Conventional,3441_64
Conventional,13659_36
Conventional,3847_56
Conventional,24712_6
Conventional,9233_71
Conventional,5011_11
Conventional,22003_4
Conventional,20191_13
Conventional,3045_72
Conventional,13490_1
Conventional,9457_3
Conventional,2837_3
Conventional,11814_29
Conventional,11606_22
Conventional,22376_95
Conventional,10876_300
Conventional,18253_8
Conventional,4693_72
Conventional,12721_4
Conventional,8891_7
Conventional,11358_15
Conventional,9340_17
Conventional,3766_51
